Kenteken,"Brandstof volgnummer","Brandstof omschrijving","Brandstofverbruik buiten de stad","Brandstofverbruik gecombineerd","Brandstofverbruik stad","CO2 uitstoot gecombineerd","CO2 uitstoot gewogen","Geluidsniveau rijdend","Geluidsniveau stationair",Emissieklasse,"Milieuklasse EG Goedkeuring (licht)","Milieuklasse EG Goedkeuring (zwaar)","Uitstoot deeltjes (licht)","Uitstoot deeltjes (zwaar)",Nettomaximumvermogen,"Nominaal continu maximumvermogen",Roetuitstoot,"Toerental geluidsniveau","Emissie deeltjes type1 wltp","Emissie co2 gecombineerd wltp","Emissie co2 gewogen gecombineerd wltp","Brandstof verbruik gecombineerd wltp","Brandstof verbruik gewogen gecombineerd wltp","Elektrisch verbruik enkel elektrisch wltp","Actie radius enkel elektrisch wltp","Actie radius enkel elektrisch stad wltp","Elektrisch verbruik extern opladen wltp","Actie radius extern opladen wltp","Actie radius extern opladen stad wltp","Max vermogen 15 minuten","Max vermogen 60 minuten","Netto max vermogen elektrisch","Klasse hybride elektrisch voertuig"
H193PT,1,Benzine,3.60,3.90,4.50,89,,69,78,6,715/2007*2017/1347AG,,,,50.00,,,3750,,108,,4.80,,,,,,,,,,,
ZJ023D,1,Benzine,3.50,3.80,4.20,86,,69,76,6,715/2007*2017/1154AD,,,,53.00,,,3750,,111,,4.90,,,,,,,,,,,
G278RT,1,Benzine,4.70,5.40,6.50,123,,67,72,6,715/2007*2018/1832DG,,,,120.00,,,3750,0.40,141,,6.20,,,,,,,,,,,
VBZ61R,1,Diesel,7.80,7.60,7.10,200,,68,82,6,715/2007*2017/1347AF,,0.00112,,120.00,,0.51,2850,1.12,252,,9.60,,,,,,,,,,,
H389DS,2,Benzine,4.00,3.70,3.40,86,,72,80,6,715/2007*2018/1832DG,,,,77.20,,,3750,0.20,110,,4.90,,,,,,,,,,,NOVC-HEV
H374PX,1,Benzine,4.10,4.80,6.00,111,,71,70,6,715/2007*2018/1832DG,,,,85.00,,,3750,0.08,126,,5.60,,,,,,,,,,,
TL856H,1,Benzine,4.40,5.00,6.20,114,,67,69,6,715/2007*2017/1347AG,,,,92.00,,,3750,1.43,135,,6.10,,,,,,,,,,,
SZ256K,1,Elektriciteit,,,,,,,,Z,,,,,,18.00,,,,,,,,,,,,,,,17.70,60.00,NOVC-HEV
G612TR,1,Benzine,4.00,5.00,6.00,106,,73,83,6,715/2007*2017/1347AG,,,,62.50,,,4125,,126,,5.60,,,,,,,,,,,
H910KX,1,Benzine,4.70,5.60,7.20,129,,70,74,6,715/2007*2018/1832DG,,,,100.00,,,3750,0.29,146,,6.40,,,,,,,,,,,
H083KX,1,Benzine,5.00,5.70,7.00,130,,69,72,6,715/2007*2018/1832DG,,,,103.00,,,3750,0.40,160,,7.10,,,,,,,,,,,
ZK618T,1,Benzine,4.90,5.70,7.00,129,,67,73,6,715/2007*2017/1347AG,,,,133.00,,,3750,0.65,168,,7.40,,,,,,,,,,,
G808PZ,1,Benzine,,,,119,,70,74,6,715/2007*2017/1347AG,,,,85.00,,,3800,0.37,139,,,,,,,,,,,,,
XJ475H,1,Benzine,5.20,6.10,7.60,139,,70,84,6,715/2007*2017/1347BG,,,,135.00,,,3750,,180,,7.90,7.90,,,,,,,,,,
H395DT,1,Benzine,4.80,5.20,6.10,120,,69,72,6,715/2007*2017/1347AG,,0.00059,,96.00,,,3750,,149,,6.60,,,,,,,,,,,
H436JH,2,Benzine,4.00,3.90,3.60,89,,67,66,6,715/2007*2018/1832AM,,,,112.00,,,2500,0.34,121,,5.30,,,,,,,,,,,NOVC-HEV
G168BP,1,Benzine,4.50,4.90,5.60,111,,68,72,6,715/2007*2017/1347AG,,,,85.00,,,3800,0.19,141,,6.20,,,,,,,,,,,
PS618X,1,Elektriciteit,,,,,,,,Z,,,,,,10.10,,,,,,,,,,,,,,,9.90,45.00,NOVC-HEV
XP934H,1,Benzine,4.10,5.00,6.50,113,,66,74,6,715/2007*2017/1347AG,,0.00010,,96.00,,,3750,0.10,137,,6.00,,,,,,,,,,,
ZH463K,1,Benzine,4.90,5.50,6.50,124,,69,83,6,715/2007*2018/1832DG,,,,103.00,,,3750,0.21,140,,6.20,,,,,,,,,,,
G253ZB,1,Elektriciteit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80,NOVC-HEV
ZB761H,1,Diesel,,,,112,,68,71,6,715/2007*2017/1347AG,,0.00041,,150.00,,0.50,2375,0.41,142,,5.40,,,,,,,,,,,NOVC-HEV
H634LN,1,Benzine,,,,,43.00000,68,72,6,715/2007*2018/1832AM,,,,132.00,,,3750,0.12,,50,7.10,2.20,,,,,,,,,,OVC-HEV
TL463R,1,Benzine,4.70,5.30,6.20,119,,70,72,6,715/2007*2017/1347AG,,,,92.00,,,3750,0.34,147,,6.50,,,,,,,,,,,
G616PR,1,Benzine,3.40,3.70,4.30,85,,69,76,6,715/2007*2018/1832DG,,,,53.00,,,3750,,111,,4.90,,,,,,,,,,,
G333FL,1,Diesel,3.50,3.70,4.10,97,,71,69,6,715/2007*2018/1832DG,,,,88.00,,0.50,2700,0.48,122,,4.70,,,,,,,,,,,
TK138R,1,Benzine,4.60,5.40,6.90,124,,69,75,6,715/2007*2017/1347AG,,0.00006,,110.00,,,3750,0.06,142,,6.30,,,,,,,,,,,
H668KB,1,Benzine,5.20,6.00,7.30,136,,65,91,6,715/2007*2018/1832DG,,,,190.00,,,3750,0.13,156,,6.90,,,,,,,,,,,
H289JF,1,Benzine,4.10,4.80,5.90,108,,67,69,6,715/2007*2018/1832DG,,,,92.00,,,3750,1.43,130,,5.80,,,,,,,,,,,
ZL300R,1,Benzine,5.20,5.70,6.60,131,,68,76,6,715/2007*2017/1347AG,,,,81.00,,,3750,0.97,159,,7.10,,,,,,,,,,,
H424ND,1,Benzine,4.60,5.40,6.60,122,,70,75,6,715/2007*2018/1832DG,,,,74.00,,,3750,,144,,6.40,,,,,,,,,,,
XN726D,1,Benzine,5.90,6.60,7.80,150,,67,78,6,715/2007*2017/1347AG,,0.00030,,121.00,,,3750,0.30,173,,7.70,,,,,,,,,,,
XL987N,1,Diesel,3.30,3.60,4.20,95,,67,69,6,715/2007*2017/1347AD,,0.00049,,70.00,,0.50,2375,0.49,126,,4.80,,,,,,,,,,,
XL404P,1,Benzine,3.50,3.80,4.20,86,,69,76,6,715/2007*2017/1154*AD,,,,53.00,,,3750,,112,,4.90,,,,,,,,,,,
ZK827J,1,Benzine,4.10,4.70,5.80,107,,67,69,6,715/2007*2017/1347AG,,,,74.00,,,3750,1.43,129,,5.80,,,,,,,,,,,
ZN098L,1,Benzine,4.90,5.60,6.90,128,,66,76,6,715/2007*2017/1347AG,,0.00018,,96.00,,,3750,0.18,154,,6.80,,,,,,,,,,,
H212RR,1,Benzine,3.40,3.70,4.30,85,,69,76,6,715/2007*2018/1832DG,,,,53.00,,,3750,,110,,4.80,,,,,,,,,,,
XV015R,1,Diesel,,,,156,,70,79,6,715/2007*2017/1347AG,,,,210.00,,0.55,3450,1.81,191,,7.30,,,,,,,,,,,
TT347P,1,Benzine,4.20,4.80,5.60,109,,71,70,6,715/2007*2017/1347AG,,0.00012,,85.00,,,3750,0.12,131,,5.80,,,,,,,,,,,
TV436K,1,Benzine,5.20,6.00,7.40,137,,68,74,6,715/2007*2017/1347BG,,,,100.00,,,3375,,161,,7.10,7.10,,,,,,,,,,
XF514V,1,Benzine,4.30,5.00,6.20,112,,68,73,6,715/2007*2017/1347AG,,,,96.00,,,3750,0.90,141,,6.30,,,,,,,,,,,
VDK56P,1,Diesel,7.40,7.10,6.70,186,,74,74,6,715/2007*2018/1832AL,,,,121.00,,0.51,2813,4.56,387,,14.76,,,,,,,,,,,
H531DP,1,Benzine,5.00,6.10,7.90,138,,68,73,6,715/2007*2017/1347BG,,,,140.00,,,3750,0.15,158,,7.00,,,,,,,,,,,
G777DG,2,Benzine,3.80,3.60,3.60,85,,70,74,6,715/2007*2018/1832DG,,,,77.20,,,3750,0.20,103,,4.50,,,,,,,,,,,NOVC-HEV
XV100T,1,Benzine,4.30,4.70,5.40,107,,67,76,6,715/2007*2017/1347AG,,0.00132,,81.00,,,3750,,142,,6.30,,,,,,,,,,,
TX396X,1,Benzine,4.30,4.70,5.40,107,,71,70,6,715/2007*2017/1347AG,,0.00012,,85.00,,,3750,0.12,125,,5.50,,,,,,,,,,,
TF716T,1,Benzine,5.40,6.20,7.60,140,,68,73,6,715/2007*2017/1347BG,,,,100.00,,,3300,,184,,8.10,8.10,,,,,,,,,,
H662DN,1,Benzine,3.60,4.30,5.50,99,,66,73,6,715/2007*2018/1832DG,,,,74.00,,,3750,,117,,5.20,,,,,,,,,,,
H716JP,1,Benzine,5.70,6.80,8.60,154,,69,73,6,715/2007*2018/1832DG,,,,140.00,,,3750,0.18,171,,7.50,,,,,,,,,,,
32BPL4,1,Diesel,,10.09,,267,,74,85,6,,595/2009*2018/932D,,,132.00,,0.53,2625,,392,,14.01,,,,,,,,,,,
TZ313R,1,Benzine,3.50,3.80,4.20,86,,69,76,6,715/2007*2017/1154AD,,,,53.00,,,3750,,112,,4.90,,,,,,,,,,,
XB637F,1,Benzine,4.30,4.90,5.90,111,,68,75,6,715/2007*2017/1347AG,,,,73.50,,,3750,0.18,130,,5.80,,,,,,,,,,,
G492XV,2,Benzine,4.50,4.40,4.80,101,,70,70,6,715/2007*2017/1347AG,,,,103.00,,,3540,,130,,5.70,,,,,,,,,,,NOVC-HEV
V130RL,1,Diesel,4.10,4.50,5.10,117,,68,74,6,715/2007*2017/1347AH,,,,55.20,,0.20,2813,0.57,143,,5.50,,,,,,,,,,,
H196PB,1,Benzine,,,,111,,66,74,6,715/2007*2017/1347AG,,,,96.00,,,3750,0.04,135,,,,,,,,,,,,,
H963HS,1,Benzine,3.80,4.40,5.30,100,,70,77,6,715/2007*2018/1832DG,,,,44.00,,,3750,,124,,5.50,,,,,,,,,,,
H002NV,1,Benzine,4.60,5.30,6.70,122,,69,72,6,715/2007*2018/1832DG,,,,103.00,,,3750,0.40,155,,6.90,,,,,,,,,,,
SR543K,1,Diesel,4.20,4.60,5.20,121,,66,73,6,715/2007*2017/1347BG,,,,110.00,,0.30,3000,,151,,5.80,5.80,,,,,,,,,,
TV617T,1,Diesel,3.80,4.20,4.70,109,,67,68,6,715/2007*2017/1347AG,,0.00011,,85.00,,0.50,2375,0.11,128,,4.90,,,,,,,,,,,
G492FX,1,Benzine,3.40,3.70,4.30,85,,69,76,6,715/2007*2018/1832DG,,,,53.00,,,3750,,110,,4.80,,,,,,,,,,,
G768KF,1,Benzine,6.00,7.20,9.40,164,,69,72,6,715/2007*2018/1832DG,,,,184.00,,,3750,0.22,184,,8.10,,,,,,,,,,,
DXZ57K,1,Elektriciteit,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,,
XK845F,1,Benzine,4.20,4.60,5.30,106,,67,76,6,715/2007*2017/1347AG,,0.00132,,81.00,,,3750,,138,,6.10,,,,,,,,,,,
H059JP,2,Elektriciteit,,,,,,,,6,715/2007*2016/646W,,,,,10.10,,,,,,,,,,,,,,,9.90,45.00,NOVC-HEV
XP444P,1,Benzine,4.90,5.70,7.10,131,,67,69,6,715/2007*2017/1347AG,,,,117.00,,,2565,0.15,158,,7.00,,,,,,,,,,,
H321ND,1,Benzine,6.00,7.00,9.00,162,,68,71,6,715/2007*2017/1347AG,,,,148.00,,,3375,0.35,186,,8.20,,,,,,,,,,,
TV555R,1,Benzine,3.50,3.80,4.20,86,,69,76,6,715/2007*2017/1154*AD,,,,53.00,,,3750,,112,,4.90,,,,,,,,,,,
XT153P,1,Benzine,5.90,6.60,7.80,150,,67,78,6,715/2007*2017/1347AG,,,,121.00,,,3750,0.30,173,,7.70,,,,,,,,,,,
RR120X,1,Elektriciteit,,,,,,,,Z,,,,,,10.10,,,,,,,,,,,,,,,9.90,45.00,NOVC-HEV
XK698P,1,Benzine,3.80,4.20,4.90,95,,71,76,6,715/2007*2017/1154AD,,,,53.00,,,3750,,119,,5.30,,,,,,,,,,,
ZS766F,1,Benzine,4.10,4.60,5.30,104,,69,71,6,715/2007*2017/1347AG,,,,70.00,,,3750,0.03,123,,5.40,,,,,,,,,,,
VDN04N,1,Diesel,5.50,6.50,8.10,171,,71,75,6,715/2007*2017/1347AF,,,,70.00,,0.52,2625,0.44,197,,7.50,,,,,,,,,,,
ZV800D,1,Benzine,4.60,5.70,7.50,130,,68,76,6,715/2007*2018/1832DG,,,,80.00,,,3750,0.68,136,,6.00,,,,,,,,,,,
H575FS,1,Benzine,4.50,5.20,6.50,119,,67,75,6,715/2007*2018/1832DG,,,,110.00,,,3800,0.15,140,,6.10,,,,,,,,,,,
TS393J,1,Diesel,3.90,4.40,5.30,117,,68,74,6,715/2007*2017/1347BG,,,,110.00,,0.23,2813,0.45,137,,5.20,,,,,,,,,,,
XN780Z,1,Benzine,5.50,6.20,7.30,141,,69,90,6,715/2007*2017/1347BG,,0.00027,,147.00,,,3750,0.27,163,,7.20,,,,,,,,,,,
XK937R,1,Benzine,3.50,3.80,4.20,86,,69,76,6,"715/2007*EU 2017/1154AD",,,,53.00,,,3750,,111,,4.90,,,,,,,,,,,
H686DP,1,Benzine,4.40,5.20,6.50,118,,68,77,6,715/2007*2018/1832DG,,,,110.00,,,3750,0.12,145,,6.40,,,,,,,,,,,
H981SN,1,Benzine,5.00,5.90,7.30,134,,69,74,6,715/2007*2018/1832AP,,,,120.00,,,3750,0.00,165,,7.30,,,,,,,,,,,
VDF32Z,1,Diesel,6.70,6.40,6.00,169,,71,71,6,715/2007*2018/1832AO,,,,103.00,,0.51,2813,1.29,260,,9.90,,,,,,,,,,,
G314ZN,1,Benzine,4.60,5.40,6.80,122,,67,75,6,715/2007*2018/1832DG,,,,103.00,,,3450,0.15,156,,6.90,,,,,,,,,,,
XB661D,1,Benzine,3.50,3.80,4.20,86,,69,76,6,715/2007*2017/1154AD,,,,53.00,,,3750,,112,,4.90,,,,,,,,,,,
XJ224F,1,Benzine,4.10,4.80,6.10,110,,70,72,6,715/2007*2017/1347AG,,,,59.00,,,3750,,131,,5.80,,,,,,,,,,,
H594DL,1,Benzine,4.30,4.90,5.90,112,,67,77,6,715/2007*2018/1832DG,,,,70.00,,,3750,0.41,128,,5.60,,,,,,,,,,,
G007SN,1,Elektriciteit,,,,,,,,Z,,,,,,158.00,,,,,,,,230.23,409,463,,,,,,300.00,
H366GH,1,Benzine,,4.70,,106,,69,72,6,715/2007*2017/1347AG,,,,85.00,,,3750,0.07,124,,5.50,,,,,,,,,,,
ZS888G,1,Benzine,,,,128,,70,71,6,715/2007*2017/1347AG,,,,92.00,,,3750,0.33,154,,6.90,,,,,,,,,,,
XF343N,1,Diesel,3.30,3.50,3.90,93,,71,69,6,715/2007*2017/1347AG,,,,88.00,,0.50,2700,0.48,121,,4.60,,,,,,,,,,,
ZB203F,1,Benzine,5.10,5.90,7.20,134,,69,76,6,715/2007*2018/1832DG,,,,100.00,,,3375,,170,,7.50,7.50,,,,,,,,,,
H669HF,1,Benzine,3.40,3.70,4.30,85,,69,76,6,715/2007*2018/1832DG,,,,53.00,,,3750,,110,,4.80,,,,,,,,,,,
ZG336G,1,Benzine,4.60,5.10,5.90,116,,71,74,6,715/2007*2017/1347AG,,,,54.00,,,3750,,139,,6.20,,,,,,,,,,,
ZJ117R,1,Benzine,5.00,5.50,6.60,126,,67,78,6,715/2007*2017/1347AG,,0.00022,,110.00,,,3750,0.22,154,,6.80,,,,,,,,,,,
G102BV,1,Benzine,4.80,5.20,6.10,120,,69,73,6,715/2007*2018/1832DG,,,,73.60,,,3375,0.20,139,,6.10,,,,,,,,,,,
TH801X,1,Benzine,8.70,10.80,14.40,246,,71,85,6,715/2007*2017/1347BG,,,,441.00,,,3750,,267,,11.80,11.80,,,,,,,,,,
G001HD,1,Benzine,4.20,4.70,5.60,108,,69,75,6,715/2007*2018/1832DG,,,,61.00,,,3750,,126,,5.60,,,,,,,,,,,
XX415R,1,Benzine,5.10,6.00,7.50,136,,69,74,6,715/2007*2017/1347AG,,,,103.00,,,3750,0.16,150,,6.60,,,,,,,,,,,
H643GG,1,Elektriciteit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80,NOVC-HEV
ZR447P,1,Benzine,4.20,5.00,6.30,113,,73,78,6,715/2007*2017/1347AD,,,,66.00,,,3750,,132,,5.90,,,,,,,,,,,
XB309V,1,Benzine,3.50,3.80,4.20,86,,69,76,6,715/2007*2017/1154*AD,,,,53.00,,,3750,,111,,4.90,,,,,,,,,,,
ZF553V,1,Benzine,4.50,4.90,5.60,112,,70,70,6,715/2007*2017/1347AG,,0.00016,,85.00,,,3750,0.16,143,,6.30,,,,,,,,,,,
VDH30P,1,Diesel,6.60,7.10,8.00,188,,72,78,6,715/2007*2018/1832CI,,,,110.00,,0.50,2375,1.08,202,,7.70,,,,,,,,,,,
ZT037X,1,Diesel,3.50,3.70,4.10,97,,71,69,6,715/2007*2017/1347AG,,,,88.00,,0.50,2700,0.48,121,,4.60,,,,,,,,,,,
ZB156Z,1,Benzine,4.40,5.00,6.20,114,,67,69,6,715/2007*2017/1347AG,,,,92.00,,,3750,1.43,135,,6.10,,,,,,,,,,,
V913ZR,1,Elektriciteit,,,,,,,,Z,,,,,,44.00,,,,,,,,,,,,,,,33.10,44.00,
G408BT,1,Benzine,5.90,6.60,7.80,150,,67,78,6,715/2007*2017/1347AG,,,,121.00,,,3750,0.30,173,,7.70,,,,,,,,,,,
G582GD,1,Benzine,,,,167,,68,76,6,715/2007*2017/1347BG,,,,185.00,,,3750,0.78,217,,,,,,,,,,,,,
ZL355L,1,Diesel,3.70,3.90,4.30,104,,69,67,6,715/2007*2017/1347AG,,0.00012,,85.00,,0.50,2375,0.12,141,,5.40,,,,,,,,,,,
H716LH,1,Benzine,4.80,5.50,6.50,125,,69,80,6,715/2007*2018/1832DG,,,,66.00,,,3750,,148,,6.50,,,,,,,,,,,
ZF799F,1,Benzine,4.20,4.60,5.30,105,,67,76,6,715/2007*2017/1347AG,,0.00132,,81.00,,,3750,,137,,6.10,,,,,,,,,,,
H660DD,1,Benzine,,,,135,,67,67,6,715/2007*2017/1347AG,,,,103.00,,,2565,0.19,,,,,,,,,,,,,,
TJ941T,1,Benzine,4.50,5.30,6.80,123,,67,72,6,715/2007*2017/1347AG,,,,120.00,,,3750,0.15,144,,6.30,,,,,,,,,,,
H159GL,1,Benzine,4.20,4.70,5.50,107,,70,72,6,715/2007*2018/1832DG,,,,53.00,,,3750,,131,,5.80,,,,,,,,,,,
H309LL,1,Benzine,4.90,5.70,7.10,131,,67,74,6,715/2007*2018/1832DG,,,,110.00,,,3750,0.08,156,,6.90,,,,,,,,,,,
G728VH,1,Benzine,5.40,6.50,8.30,147,,71,78,6,715/2007*2018/1832DG,,,,95.00,,,3750,0.20,167,,7.30,,,,,,,,,,,
XS557G,1,Benzine,6.00,6.00,7.00,141,,65,77,6,715/2007*2017/1347AG,,,,111.00,,,3750,0.25,162,,7.20,,,,,,,,,,,
H655RG,1,Benzine,4.00,4.60,5.70,106,,69,73,6,715/2007*2018/1832DG,,,,70.00,,,3750,0.00,129,,5.70,,,,,,,,,,,
ZS671N,1,Benzine,4.10,4.60,5.30,104,,69,71,6,715/2007*2017/1347AG,,,,70.00,,,3750,0.03,121,,5.40,,,,,,,,,,,
G726SZ,1,Benzine,3.90,4.50,5.60,104,,67,75,6,715/2007*2017/1347AG,,,,74.00,,,3750,,129,,5.70,,,,,,,,,,,
ZL212X,1,Benzine,4.10,4.60,5.40,105,,65,74,6,715/2007*2017/1347AG,,0.00003,,70.00,,,3750,0.03,121,,5.30,,,,,,,,,,,
ZK130L,1,Benzine,5.40,6.40,8.10,146,,66,78,6,715/2007*2017/1347BG,,0.00005,,147.00,,,3750,,166,,7.30,,,,,,,,,,,
G258DJ,1,Benzine,5.20,5.80,6.80,131,,66,69,6,715/2007*2017/1347AG,,,,92.00,,,3750,0.61,159,,7.10,,,,,,,,,,,
G925HZ,1,Benzine,4.10,4.80,5.80,109,,67,76,6,715/2007*2018/1832AM,,0.00152,,81.00,,,3750,,139,,6.10,,,,,,,,,,,
G127KP,1,Benzine,3.80,3.60,3.50,83,,67,67,6,"715/2007*EU 2018/1832 DG",,,,72.00,,,2500,,112,,4.90,,,,,,,,,,,NOVC-HEV
TT563S,1,Benzine,4.50,4.90,5.40,110,,69,71,6,715/2007*2017/1347AG,,0.00018,,85.00,,,3750,0.18,137,,6.00,,,,,,,,,,,
G435LN,1,Benzine,5.00,5.70,6.90,129,,66,78,6,715/2007*2017/1347AG,,,,110.00,,,3750,0.07,162,,7.20,,,,,,,,,,,
ZL582D,1,Diesel,3.90,4.20,4.70,110,,70,77,6,715/2007*2017/1347AG,,,,85.00,,0.51,3000,0.49,126,,4.80,,,,,,,,,,,
ZJ242S,1,Benzine,3.80,4.10,4.80,95,,71,76,6,715/2007*2018/1832DG,,,,53.00,,,3750,,118,,5.20,,,,,,,,,,,
XK387V,1,Benzine,4.60,5.10,6.00,116,,71,74,6,715/2007*2017/1347AG,,,,96.00,,,3750,1.20,154,,6.80,,,,,,,,,,,
RX629D,1,Diesel,4.80,5.10,5.80,135,,69,77,6,715/2007*2017/1347AG,,0.00014,,140.00,,0.51,3000,0.00,173,,6.70,,,,,,,,,,,
G337HF,1,Benzine,4.00,4.60,5.70,105,,68,75,6,715/2007*2018/1832DG,,,,73.50,,,3750,0.18,125,,5.50,,,,,,,,,,,
XH639J,1,Benzine,4.10,4.60,5.30,104,,69,71,6,715/2007*2017/1347AG,,0.00003,,70.00,,,3750,0.03,120,,5.30,,,,,,,,,,,
ZV048N,1,Benzine,4.50,4.90,5.60,111,,68,72,6,715/2007*2017/1347AG,,,,85.00,,,3800,0.19,140,,6.20,,,,,,,,,,,
XZ092V,1,Benzine,4.60,5.20,6.10,118,,69,72,6,715/2007*2017/1347AG,,,,96.00,,,3750,0.78,148,,6.60,,,,,,,,,,,
VDK66P,1,Diesel,,,,180,,70,82,6,715/2007*2018/1832CI,,,,100.00,,0.51,2625,0.49,255,,9.70,,,,,,,,,,,
ZB790J,1,Diesel,4.00,4.60,5.70,121,,70,74,6,715/2007*2017/1347AG,,0.00040,,100.00,,0.50,3000,,140,,5.40,,,,,,,,,,,
G016HT,1,Benzine,4.30,4.90,5.90,111,,69,76,6,715/2007*2018/1832AM,,,,81.00,,,3750,1.52,140,,6.20,,,,,,,,,,,
G714XT,1,Benzine,,,,197,,69,74,6,715/2007*2017/1347BG,,,,250.00,,,3750,0.42,249,,,,,,,,,,,,,
VDV19X,1,Diesel,5.80,6.50,7.40,168,,71,75,6,715/2007*2018/1832CI,,,,95.60,,0.50,2625,0.65,194,,7.40,,,,,,,,,,,
G722KS,1,Benzine,5.70,6.70,8.50,154,,69,76,6,715/2007*2018/1832DG,,,,145.00,,,3750,0.30,186,,8.20,,,,,,,,,,,NOVC-HEV
H222GS,1,Elektriciteit,,,,,,67,,Z,715/2007*2018/1832AX,,,,,100.00,,,,,,,,153.55,232,316,,,,,,100.00,
XZ975S,1,Benzine,4.80,5.40,6.30,122,,72,80,6,715/2007*2017/1347AD,,,,66.00,,,3750,,139,,6.20,,,,,,,,,,,
G528FF,1,Benzine,4.70,5.20,6.10,119,,67,70,6,715/2007*2017/1347AG,,,,96.00,,,3750,0.59,151,,6.70,,,,,,,,,,,
XN587P,2,Benzine,4.10,4.30,4.60,99,,74,74,6,"715/2007*EU 2017/1154 AD",,,,73.00,,,2500,,117,,5.20,,,,,,,,,,,NOVC-HEV
SF705J,1,Elektriciteit,,,,,,,,Z,,,,,,10.10,,,,,,,,,,,,,,,9.90,45.00,NOVC-HEV
ZJ184S,1,Benzine,4.80,5.40,6.30,122,,72,80,6,715/2007*2017/1347AD,,,,66.00,,,3750,,140,,6.20,,,,,,,,,,,
H520HD,1,Benzine,5.20,5.90,7.20,136,,67,73,6,715/2007*2018/1832DG,,,,110.00,,,3750,0.13,176,,7.70,,,,,,,,,,,
XX457R,1,Benzine,5.30,5.90,7.00,135,,67,67,6,715/2007*2017/1347AG,,,,117.00,,,2565,0.44,154,,6.80,,,,,,,,,,,
G025KT,1,Benzine,5.50,6.10,7.10,139,,67,73,6,715/2007*2017/1347AG,,,,110.00,,,3750,0.18,174,,7.70,,,,,,,,,,,
XV329H,1,Diesel,3.80,4.10,4.80,107,,72,68,6,715/2007*2017/1347AG,,0.00011,,85.00,,0.50,2375,0.11,123,,4.70,,,,,,,,,,,
SX022V,1,Diesel,3.90,4.10,4.50,108,,70,77,6,715/2007*2017/1347AG,,,,85.00,,0.51,3000,1.43,122,,4.60,,,,,,,,,,,
XJ671H,2,Benzine,5.10,5.90,7.40,137,,66,72,6,715/2007*2017/1347BG,,0.00022,,140.00,,,3750,0.22,165,,7.30,,,,,,,,,,,NOVC-HEV
G416DT,1,Benzine,5.00,6.00,7.00,133,,66,69,6,715/2007*2017/1347AG,,,,88.00,,,3750,0.30,152,,6.80,,,,,,,,,,,
H392LG,1,Benzine,4.40,4.90,5.90,112,,67,70,6,715/2007*2017/1347AG,,,,70.00,,,3800,0.20,132,,5.80,,,,,,,,,,,
VFF23Z,1,Diesel,4.20,4.30,4.60,114,,69,74,6,715/2007*2017/1347BH,,,,96.00,,0.51,2813,0.71,161,,6.10,,,,,,,,,,,
H165FL,1,Benzine,3.40,3.70,4.30,85,,69,76,6,715/2007*2018/1832DG,,,,53.00,,,3750,,110,,4.80,,,,,,,,,,,
ZN526J,1,Elektriciteit,,,,,,,,Z,,,,,,10.10,,,,,,,,,,,,,,,9.90,45.00,NOVC-HEV
ZD417S,1,Benzine,5.00,5.70,7.00,130,,69,72,6,715/2007*2017/1347AG,,,,103.00,,,3750,,160,,7.10,,,,,,,,,,,
ZL168S,1,Benzine,5.40,6.40,8.00,147,,72,76,6,715/2007*2017/1347BG,,,,103.00,,,3750,,166,,7.30,,,,,,,,,,,
ZP503T,1,Benzine,4.50,5.00,5.80,114,,71,73,6,715/2007*2017/1347AG,,,,73.60,,,3375,0.14,132,,5.80,,,,,,,,,,,
G723ZL,1,Benzine,5.40,6.60,8.60,149,,69,73,6,715/2007*2018/1832DG,,,,140.00,,,3750,0.21,166,,7.30,,,,,,,,,,,
ZL640G,1,Diesel,6.60,7.20,8.40,190,,75,81,6,715/2007*2017/1347AG,,,,96.00,,0.50,2625,1.04,272,,10.40,,,,,,,,,,,
G215KJ,1,Diesel,3.80,4.00,4.40,106,,68,69,6,715/2007*2017/1347AG,,,,85.00,,0.50,2375,0.12,138,,5.20,,,,,,,,,,,
XL959P,1,Benzine,4.70,5.20,6.20,120,,70,73,6,715/2007*2017/1347AG,,,,88.30,,,3750,1.39,135,,5.90,,,,,,,,,,,
ZT755F,1,Benzine,3.50,3.80,4.20,86,,69,76,6,"715/2007*EU 2017/1154AD",,,,53.00,,,3750,,111,,4.90,,,,,,,,,,,
G465XG,2,Benzine,4.60,4.30,3.90,100,,72,80,6,715/2007*2018/1832DG,,,,77.20,,,3750,0.20,119,,5.20,,,,,,,,,,,NOVC-HEV
G625NL,1,Benzine,5.20,5.90,7.00,134,,67,74,6,715/2007*2018/1832DG,,,,110.00,,,3750,0.13,166,,7.30,,,,,,,,,,,
ZH665V,1,Benzine,4.60,5.30,6.50,121,,65,76,6,715/2007*2017/1347AG,,,,110.00,,,3750,0.00,153,,6.80,,,,,,,,,,,
ZT765X,1,Benzine,4.50,5.40,6.80,122,,68,75,6,715/2007*2017/1347BG,,,,100.00,,,3375,,140,,6.20,6.20,,,,,,,,,,
SZ435P,1,Benzine,5.40,6.20,7.60,141,,69,75,6,715/2007*2017/1347AG,,,,90.00,,,3750,0.34,165,,7.30,,,,,,,,,,,
